metric,size,dims,result
corr,1000,125,0.0006497131867977017
pMSE,1000,125,0.06540840589674474
ks_test,1000,125,0.035872
pca_$\Delta\lambda$,1000,125,0.010084813223998464
pca_$\Delta\theta$,1000,125,0.055265296128361806
corr,1000,125,0.0007331397806299118
pMSE,1000,125,0.09403152235279291
ks_test,1000,125,0.04415200000000001
pca_$\Delta\lambda$,1000,125,0.0216321917532032
pca_$\Delta\theta$,1000,125,0.054447186755297826
corr,1000,125,0.0006484558009229237
pMSE,1000,125,0.09237060624598506
ks_test,1000,125,0.041424
pca_$\Delta\lambda$,1000,125,0.007618484093258842
pca_$\Delta\theta$,1000,125,0.05633377131517705
corr,1000,125,0.0007206306913161491
pMSE,1000,125,0.08068145811769092
ks_test,1000,125,0.03667999999999999
pca_$\Delta\lambda$,1000,125,0.015330533620770423
pca_$\Delta\theta$,1000,125,0.06479920083075538
corr,1000,125,0.0007041798708677347
pMSE,1000,125,0.07751897820174744
ks_test,1000,125,0.037759999999999995
pca_$\Delta\lambda$,1000,125,0.014908801064996955
pca_$\Delta\theta$,1000,125,0.05855340037690688
corr,1000,125,0.0007015153678363089
pMSE,1000,125,0.08949864830695163
ks_test,1000,125,0.038016
pca_$\Delta\lambda$,1000,125,0.0133093591945066
pca_$\Delta\theta$,1000,125,0.059231108542410385
corr,1000,125,0.0006829109110748861
pMSE,1000,125,0.08129576481125639
ks_test,1000,125,0.03736800000000001
pca_$\Delta\lambda$,1000,125,0.009437466873188272
pca_$\Delta\theta$,1000,125,0.05731545898726317
corr,1000,125,0.0006699718584836192
pMSE,1000,125,0.0684185976168504
ks_test,1000,125,0.0362
pca_$\Delta\lambda$,1000,125,0.010952335292525432
pca_$\Delta\theta$,1000,125,0.05467395456370891
corr,1000,125,0.0008039877283202077
pMSE,1000,125,0.07497640020440868
ks_test,1000,125,0.0368
pca_$\Delta\lambda$,1000,125,0.029550267620531177
pca_$\Delta\theta$,1000,125,0.051211910677046675
corr,1000,125,0.000680559566063923
pMSE,1000,125,0.07962497608545412
ks_test,1000,125,0.037136
pca_$\Delta\lambda$,1000,125,0.011197349482080062
pca_$\Delta\theta$,1000,125,0.061243729868360484
corr,1000,125,0.0006916482437727318
pMSE,1000,125,0.08914380412807621
ks_test,1000,125,0.03915199999999999
pca_$\Delta\lambda$,1000,125,0.01672291074701548
pca_$\Delta\theta$,1000,125,0.05386075979565398
corr,1000,125,0.0007114839968442162
pMSE,1000,125,0.07822679923801383
ks_test,1000,125,0.039319999999999994
pca_$\Delta\lambda$,1000,125,0.010708912680865892
pca_$\Delta\theta$,1000,125,0.0703309118817952
corr,1000,125,0.0006598322296464629
pMSE,1000,125,0.07801441882716037
ks_test,1000,125,0.04553599999999999
pca_$\Delta\lambda$,1000,125,0.009173728155339487
pca_$\Delta\theta$,1000,125,0.055268985156223235
corr,1000,125,0.0007263774138757433
pMSE,1000,125,0.07899794370166577
ks_test,1000,125,0.03785600000000001
pca_$\Delta\lambda$,1000,125,0.01790025517570056
pca_$\Delta\theta$,1000,125,0.05887717377655708
corr,1000,125,0.0006869195415513761
pMSE,1000,125,0.07390896043119283
ks_test,1000,125,0.03770400000000001
pca_$\Delta\lambda$,1000,125,0.009046382893361701
pca_$\Delta\theta$,1000,125,0.06388257028479048
corr,1000,125,0.0006853432808996691
pMSE,1000,125,0.09037912010964906
ks_test,1000,125,0.037672
pca_$\Delta\lambda$,1000,125,0.014574749523501974
pca_$\Delta\theta$,1000,125,0.054603483654106784
corr,1000,125,0.0006634142303841569
pMSE,1000,125,0.08194405630489351
ks_test,1000,125,0.036927999999999996
pca_$\Delta\lambda$,1000,125,0.01090097925466165
pca_$\Delta\theta$,1000,125,0.050299213778545813
corr,1000,125,0.000697338445502818
pMSE,1000,125,0.0943073161072585
ks_test,1000,125,0.038192
pca_$\Delta\lambda$,1000,125,0.01530093062217231
pca_$\Delta\theta$,1000,125,0.05601085809921675
corr,1000,125,0.0007475467518699702
pMSE,1000,125,0.07340072948026746
ks_test,1000,125,0.036719999999999996
pca_$\Delta\lambda$,1000,125,0.022875531671736275
pca_$\Delta\theta$,1000,125,0.056042676829312445
corr,1000,125,0.0006808923656516976
pMSE,1000,125,0.08690889426669472
ks_test,1000,125,0.038296000000000004
pca_$\Delta\lambda$,1000,125,0.007421623741265006
pca_$\Delta\theta$,1000,125,0.06079040877940584
corr,1000,125,0.0006958492125599997
pMSE,1000,125,0.0790454243470915
ks_test,1000,125,0.036888
pca_$\Delta\lambda$,1000,125,0.017388838080323196
pca_$\Delta\theta$,1000,125,0.04816975533128617
corr,1000,125,0.0007174350686090269
pMSE,1000,125,0.0651012762415895
ks_test,1000,125,0.036463999999999996
pca_$\Delta\lambda$,1000,125,0.01785116430849635
pca_$\Delta\theta$,1000,125,0.05880133782736446
corr,1000,125,0.0006633680419685258
pMSE,1000,125,0.06882592595315683
ks_test,1000,125,0.04160800000000001
pca_$\Delta\lambda$,1000,125,0.005553608016521782
pca_$\Delta\theta$,1000,125,0.05361646418920236
corr,1000,125,0.0006886069286592311
pMSE,1000,125,0.07786116627444994
ks_test,1000,125,0.036703999999999994
pca_$\Delta\lambda$,1000,125,0.008277465990435535
pca_$\Delta\theta$,1000,125,0.059272259732191176
corr,1000,125,0.000854175910501318
pMSE,1000,125,0.0854956483942838
ks_test,1000,125,0.038144000000000004
pca_$\Delta\lambda$,1000,125,0.03275337162349611
pca_$\Delta\theta$,1000,125,0.05774314325434627
corr,1000,125,0.0006998024315675481
pMSE,1000,125,0.08346438836882356
ks_test,1000,125,0.03864800000000001
pca_$\Delta\lambda$,1000,125,0.013151561123184314
pca_$\Delta\theta$,1000,125,0.05903831317976483
corr,1000,125,0.0006809369280287939
pMSE,1000,125,0.07378839380500327
ks_test,1000,125,0.03767200000000001
pca_$\Delta\lambda$,1000,125,0.014006814662104216
pca_$\Delta\theta$,1000,125,0.05285524597019529
corr,1000,125,0.0007500573243507886
pMSE,1000,125,0.07978141684215216
ks_test,1000,125,0.037759999999999995
pca_$\Delta\lambda$,1000,125,0.02050738220205875
pca_$\Delta\theta$,1000,125,0.06028628025374333
corr,1000,125,0.0007021614289499371
pMSE,1000,125,0.09613949367550585
ks_test,1000,125,0.04386400000000001
pca_$\Delta\lambda$,1000,125,0.013897446795150497
pca_$\Delta\theta$,1000,125,0.06309020243887964
corr,1000,125,0.0006936595990300003
pMSE,1000,125,0.0771022946147962
ks_test,1000,125,0.037376
pca_$\Delta\lambda$,1000,125,0.01060034378343762
pca_$\Delta\theta$,1000,125,0.06164655684549745
corr,1000,125,0.0007116450639357457
pMSE,1000,125,0.0771759267528572
ks_test,1000,125,0.03782400000000001
pca_$\Delta\lambda$,1000,125,0.015885348809808266
pca_$\Delta\theta$,1000,125,0.06255073025212074
corr,1000,125,0.000661397857079533
pMSE,1000,125,0.09526967414578162
ks_test,1000,125,0.038335999999999995
pca_$\Delta\lambda$,1000,125,0.007609402412477965
pca_$\Delta\theta$,1000,125,0.05679118252618957
corr,1000,125,0.0006695473504323907
pMSE,1000,125,0.07789388138568873
ks_test,1000,125,0.037256
pca_$\Delta\lambda$,1000,125,0.006990891186066833
pca_$\Delta\theta$,1000,125,0.06049136681950302
corr,1000,125,0.0006684526033348579
pMSE,1000,125,0.07981524019259827
ks_test,1000,125,0.040088
pca_$\Delta\lambda$,1000,125,0.009931769376299615
pca_$\Delta\theta$,1000,125,0.05206698016578339
corr,1000,125,0.0006784983962434255
pMSE,1000,125,0.08730242986247552
ks_test,1000,125,0.03868800000000001
pca_$\Delta\lambda$,1000,125,0.006406877869116543
pca_$\Delta\theta$,1000,125,0.06181134327109755
corr,1000,125,0.0006623453045198138
pMSE,1000,125,0.06698381525235084
ks_test,1000,125,0.03528800000000001
pca_$\Delta\lambda$,1000,125,0.00706182915243051
pca_$\Delta\theta$,1000,125,0.054237389027560236
corr,1000,125,0.0006896973077713985
pMSE,1000,125,0.07621658109492835
ks_test,1000,125,0.037135999999999995
pca_$\Delta\lambda$,1000,125,0.00698523918252765
pca_$\Delta\theta$,1000,125,0.06505672283017702
corr,1000,125,0.000708253319576357
pMSE,1000,125,0.07749638783527402
ks_test,1000,125,0.03701600000000001
pca_$\Delta\lambda$,1000,125,0.010580803450470624
pca_$\Delta\theta$,1000,125,0.06513052604121333
corr,1000,125,0.0007065184679018936
pMSE,1000,125,0.0921902448881417
ks_test,1000,125,0.040440000000000004
pca_$\Delta\lambda$,1000,125,0.017376670842114073
pca_$\Delta\theta$,1000,125,0.053699935168330666
corr,1000,125,0.0006836318677672286
pMSE,1000,125,0.07542690140626132
ks_test,1000,125,0.037368000000000005
pca_$\Delta\lambda$,1000,125,0.012878743166114318
pca_$\Delta\theta$,1000,125,0.05523765139706805
corr,1000,125,0.000714054104453766
pMSE,1000,125,0.0936819608796686
ks_test,1000,125,0.04015999999999999
pca_$\Delta\lambda$,1000,125,0.01760160772537235
pca_$\Delta\theta$,1000,125,0.05793949029146102
corr,1000,125,0.0006763869707302176
pMSE,1000,125,0.09639289670506714
ks_test,1000,125,0.039383999999999995
pca_$\Delta\lambda$,1000,125,0.007137073754957146
pca_$\Delta\theta$,1000,125,0.056052876242406645
corr,1000,125,0.0007191570492572974
pMSE,1000,125,0.07629596270497786
ks_test,1000,125,0.041063999999999996
pca_$\Delta\lambda$,1000,125,0.014019643808236925
pca_$\Delta\theta$,1000,125,0.06342971389324428
corr,1000,125,0.0006561240506765978
pMSE,1000,125,0.08694911575471666
ks_test,1000,125,0.03818400000000001
pca_$\Delta\lambda$,1000,125,0.012163884782840318
pca_$\Delta\theta$,1000,125,0.050739521139515666
corr,1000,125,0.0006702484280525867
pMSE,1000,125,0.08233467433901238
ks_test,1000,125,0.036808
pca_$\Delta\lambda$,1000,125,0.00986388944886476
pca_$\Delta\theta$,1000,125,0.057079193523434824
corr,1000,125,0.0006780139115122153
pMSE,1000,125,0.08346648436785399
ks_test,1000,125,0.045552
pca_$\Delta\lambda$,1000,125,0.008398748233488415
pca_$\Delta\theta$,1000,125,0.06526833043837622
corr,1000,125,0.0007166797983107597
pMSE,1000,125,0.06597867864678729
ks_test,1000,125,0.037104
pca_$\Delta\lambda$,1000,125,0.016751374982847594
pca_$\Delta\theta$,1000,125,0.06196853984833942
corr,1000,125,0.0006788972040843122
pMSE,1000,125,0.08673239384422879
ks_test,1000,125,0.037792
pca_$\Delta\lambda$,1000,125,0.00921056739464664
pca_$\Delta\theta$,1000,125,0.059163151644547524
corr,1000,125,0.0006642480979958212
pMSE,1000,125,0.0942229773182401
ks_test,1000,125,0.038824000000000004
pca_$\Delta\lambda$,1000,125,0.0061340868797120016
pca_$\Delta\theta$,1000,125,0.05866977042674581
corr,1000,125,0.0007842885165513122
pMSE,1000,125,0.08632475166591466
ks_test,1000,125,0.037352
pca_$\Delta\lambda$,1000,125,0.022937415810663775
pca_$\Delta\theta$,1000,125,0.06745345762406378
corr,1000,125,0.000651629340515217
pMSE,1000,125,0.08946407392985252
ks_test,1000,125,0.043168000000000005
pca_$\Delta\lambda$,1000,125,0.01025755395121286
pca_$\Delta\theta$,1000,125,0.05090245757937926
corr,1000,125,0.0007080779995434373
pMSE,1000,125,0.07737756825055207
ks_test,1000,125,0.038336000000000016
pca_$\Delta\lambda$,1000,125,0.017027963949842927
pca_$\Delta\theta$,1000,125,0.05861620077132532
corr,1000,125,0.0006912329825095961
pMSE,1000,125,0.09285660762807123
ks_test,1000,125,0.037056000000000006
pca_$\Delta\lambda$,1000,125,0.00909546144953304
pca_$\Delta\theta$,1000,125,0.06556014656382518
corr,1000,125,0.0006659979189027402
pMSE,1000,125,0.08337026372233233
ks_test,1000,125,0.04053600000000001
pca_$\Delta\lambda$,1000,125,0.011221864376518806
pca_$\Delta\theta$,1000,125,0.05584385303387776
corr,1000,125,0.0006920251288408458
pMSE,1000,125,0.08469255926806918
ks_test,1000,125,0.04025600000000001
pca_$\Delta\lambda$,1000,125,0.01279762519570721
pca_$\Delta\theta$,1000,125,0.05386294458089699
corr,1000,125,0.0006912818325230705
pMSE,1000,125,0.07125346703955467
ks_test,1000,125,0.03695999999999999
pca_$\Delta\lambda$,1000,125,0.009545951883404413
pca_$\Delta\theta$,1000,125,0.06317929151970042
corr,1000,125,0.0006814805919041044
pMSE,1000,125,0.07154424426721953
ks_test,1000,125,0.036767999999999995
pca_$\Delta\lambda$,1000,125,0.012519695535942425
pca_$\Delta\theta$,1000,125,0.05487229293177223
corr,1000,125,0.0006673713289753209
pMSE,1000,125,0.06986285529574535
ks_test,1000,125,0.035144
pca_$\Delta\lambda$,1000,125,0.01278521647016404
pca_$\Delta\theta$,1000,125,0.05854298772008972
corr,1000,125,0.0006440680458134696
pMSE,1000,125,0.08166259793655968
ks_test,1000,125,0.043312
pca_$\Delta\lambda$,1000,125,0.0056921991924725095
pca_$\Delta\theta$,1000,125,0.05284228470694359
corr,1000,125,0.0007140105310076724
pMSE,1000,125,0.08723436898757142
ks_test,1000,125,0.038536
pca_$\Delta\lambda$,1000,125,0.01622921356870006
pca_$\Delta\theta$,1000,125,0.06030728829033191
corr,1000,125,0.0006757730657051291
pMSE,1000,125,0.08571535521612612
ks_test,1000,125,0.038183999999999996
pca_$\Delta\lambda$,1000,125,0.011623653822228889
pca_$\Delta\theta$,1000,125,0.05610800860327364
corr,1000,125,0.0006805776586393887
pMSE,1000,125,0.0750698758733733
ks_test,1000,125,0.037416
pca_$\Delta\lambda$,1000,125,0.010130670964323383
pca_$\Delta\theta$,1000,125,0.05806714713984302
corr,1000,125,0.0006685845825271549
pMSE,1000,125,0.0837590461169999
ks_test,1000,125,0.037728
pca_$\Delta\lambda$,1000,125,0.007793571600784983
pca_$\Delta\theta$,1000,125,0.0599789288383865
corr,1000,125,0.0006750641014579155
pMSE,1000,125,0.09770507810566129
ks_test,1000,125,0.038888
pca_$\Delta\lambda$,1000,125,0.011404485470502936
pca_$\Delta\theta$,1000,125,0.05474521602052176
corr,1000,125,0.0007054275956929816
pMSE,1000,125,0.07974446774344053
ks_test,1000,125,0.03866400000000001
pca_$\Delta\lambda$,1000,125,0.01608744132901436
pca_$\Delta\theta$,1000,125,0.05380840507451256
corr,1000,125,0.0007677277397674584
pMSE,1000,125,0.07654850225622917
ks_test,1000,125,0.036872000000000016
pca_$\Delta\lambda$,1000,125,0.02414445960992581
pca_$\Delta\theta$,1000,125,0.05650358169301101
corr,1000,125,0.0007223238295498836
pMSE,1000,125,0.07834711110978869
ks_test,1000,125,0.036824
pca_$\Delta\lambda$,1000,125,0.01776099447937214
pca_$\Delta\theta$,1000,125,0.05984429065733438
corr,1000,125,0.0006897280277178968
pMSE,1000,125,0.08160632407878313
ks_test,1000,125,0.037472
pca_$\Delta\lambda$,1000,125,0.014797704730178267
pca_$\Delta\theta$,1000,125,0.04949924040031409
corr,1000,125,0.0006650025937430235
pMSE,1000,125,0.07445975356739251
ks_test,1000,125,0.038832
pca_$\Delta\lambda$,1000,125,0.005393984664649216
pca_$\Delta\theta$,1000,125,0.05916122122559842
corr,1000,125,0.0006660188088505405
pMSE,1000,125,0.08706942921746201
ks_test,1000,125,0.045656
pca_$\Delta\lambda$,1000,125,0.011269626386667054
pca_$\Delta\theta$,1000,125,0.05360232545921907
corr,1000,125,0.000680399286672908
pMSE,1000,125,0.0894209726553893
ks_test,1000,125,0.041631999999999995
pca_$\Delta\lambda$,1000,125,0.007011335125210186
pca_$\Delta\theta$,1000,125,0.05782308057804936
corr,1000,125,0.0006737656578382267
pMSE,1000,125,0.07483334516660024
ks_test,1000,125,0.041904
pca_$\Delta\lambda$,1000,125,0.006451226457491864
pca_$\Delta\theta$,1000,125,0.062053566320263744
corr,1000,125,0.0006948323924330826
pMSE,1000,125,0.09824580516592672
ks_test,1000,125,0.03860000000000001
pca_$\Delta\lambda$,1000,125,0.013949670187865807
pca_$\Delta\theta$,1000,125,0.06113255702238488
corr,1000,125,0.0007002344814290846
pMSE,1000,125,0.09131742622828079
ks_test,1000,125,0.040720000000000006
pca_$\Delta\lambda$,1000,125,0.007262277765986945
pca_$\Delta\theta$,1000,125,0.06453906520153228
corr,1000,125,0.0006814685194312784
pMSE,1000,125,0.08502260924828522
ks_test,1000,125,0.043696000000000006
pca_$\Delta\lambda$,1000,125,0.010566303070118566
pca_$\Delta\theta$,1000,125,0.059260614941375994
corr,1000,125,0.0007052048082317821
pMSE,1000,125,0.07811898607132597
ks_test,1000,125,0.03858400000000001
pca_$\Delta\lambda$,1000,125,0.008375147139088943
pca_$\Delta\theta$,1000,125,0.0681059807476748
corr,1000,125,0.0006795580472352724
pMSE,1000,125,0.07848381997686246
ks_test,1000,125,0.03854400000000001
pca_$\Delta\lambda$,1000,125,0.013037548035759898
pca_$\Delta\theta$,1000,125,0.053098951196615424
corr,1000,125,0.0007236698205297152
pMSE,1000,125,0.08836776008721206
ks_test,1000,125,0.037536
pca_$\Delta\lambda$,1000,125,0.01698076217491926
pca_$\Delta\theta$,1000,125,0.05951627935025567
corr,1000,125,0.0007041286942643193
pMSE,1000,125,0.06910298938660689
ks_test,1000,125,0.037351999999999996
pca_$\Delta\lambda$,1000,125,0.01494965860695153
pca_$\Delta\theta$,1000,125,0.05441903449643368
corr,1000,125,0.0007143820227037999
pMSE,1000,125,0.07384313399808089
ks_test,1000,125,0.03589599999999999
pca_$\Delta\lambda$,1000,125,0.011162183643787063
pca_$\Delta\theta$,1000,125,0.07115162717776095
corr,1000,125,0.000674790584719035
pMSE,1000,125,0.08699092095647627
ks_test,1000,125,0.038880000000000005
pca_$\Delta\lambda$,1000,125,0.007508715923651536
pca_$\Delta\theta$,1000,125,0.06137808849389912
corr,1000,125,0.00069591141218591
pMSE,1000,125,0.08153697029699744
ks_test,1000,125,0.03707200000000001
pca_$\Delta\lambda$,1000,125,0.009168590879789494
pca_$\Delta\theta$,1000,125,0.06220591538321148
corr,1000,125,0.0006925068974389482
pMSE,1000,125,0.07467744456505955
ks_test,1000,125,0.037655999999999995
pca_$\Delta\lambda$,1000,125,0.01309623748193078
pca_$\Delta\theta$,1000,125,0.05979373331281318
corr,1000,125,0.0006578814488333311
pMSE,1000,125,0.08167239995510946
ks_test,1000,125,0.037248
pca_$\Delta\lambda$,1000,125,0.007809845665862887
pca_$\Delta\theta$,1000,125,0.05638637629942345
corr,1000,125,0.0006666611868193851
pMSE,1000,125,0.08060900996761274
ks_test,1000,125,0.041415999999999994
pca_$\Delta\lambda$,1000,125,0.009197533190160189
pca_$\Delta\theta$,1000,125,0.0552715071077935
corr,1000,125,0.0006476223207987817
pMSE,1000,125,0.08069007241795184
ks_test,1000,125,0.037456
pca_$\Delta\lambda$,1000,125,0.009311778095366116
pca_$\Delta\theta$,1000,125,0.051722930221603354
corr,1000,125,0.000672927693898401
pMSE,1000,125,0.09242055416087422
ks_test,1000,125,0.037759999999999995
pca_$\Delta\lambda$,1000,125,0.009343904369386442
pca_$\Delta\theta$,1000,125,0.06130087543332412
corr,1000,125,0.0006765261231892973
pMSE,1000,125,0.08507562881161537
ks_test,1000,125,0.039616
pca_$\Delta\lambda$,1000,125,0.005545582696303013
pca_$\Delta\theta$,1000,125,0.06193300217859015
corr,1000,125,0.0006680385116744704
pMSE,1000,125,0.0678213148295839
ks_test,1000,125,0.038056
pca_$\Delta\lambda$,1000,125,0.013620682864403974
pca_$\Delta\theta$,1000,125,0.05049680565439784
corr,1000,125,0.0006889462454044885
pMSE,1000,125,0.08046291923321675
ks_test,1000,125,0.041544000000000005
pca_$\Delta\lambda$,1000,125,0.0104298514151378
pca_$\Delta\theta$,1000,125,0.05904695294516371
corr,1000,125,0.0006794627441624722
pMSE,1000,125,0.07898348014365053
ks_test,1000,125,0.03715200000000001
pca_$\Delta\lambda$,1000,125,0.00960287692717894
pca_$\Delta\theta$,1000,125,0.06016866918776797
corr,1000,125,0.0007671869840879557
pMSE,1000,125,0.08858167581333265
ks_test,1000,125,0.04101600000000001
pca_$\Delta\lambda$,1000,125,0.023461077530008038
pca_$\Delta\theta$,1000,125,0.061297330578869456
corr,1000,125,0.000670881817951633
pMSE,1000,125,0.08878848456722258
ks_test,1000,125,0.040616000000000006
pca_$\Delta\lambda$,1000,125,0.008585475217327875
pca_$\Delta\theta$,1000,125,0.05821155202593085
corr,1000,125,0.0007854630184079977
pMSE,1000,125,0.08240437082790367
ks_test,1000,125,0.039824000000000005
pca_$\Delta\lambda$,1000,125,0.023069371725444182
pca_$\Delta\theta$,1000,125,0.06449435515991053
corr,1000,125,0.0006604345322269717
pMSE,1000,125,0.07235998056113799
ks_test,1000,125,0.035936
pca_$\Delta\lambda$,1000,125,0.009255102948268423
pca_$\Delta\theta$,1000,125,0.05582655511949323
corr,1000,125,0.0006521777904259579
pMSE,1000,125,0.08794250694370168
ks_test,1000,125,0.038816
pca_$\Delta\lambda$,1000,125,0.008338392681256841
pca_$\Delta\theta$,1000,125,0.053837828630621226
corr,1000,125,0.000665712499737412
pMSE,1000,125,0.08249547605889797
ks_test,1000,125,0.04007200000000001
pca_$\Delta\lambda$,1000,125,0.007049759194490633
pca_$\Delta\theta$,1000,125,0.058562268600827395
corr,1000,125,0.0006663531993492045
pMSE,1000,125,0.07971978046038856
ks_test,1000,125,0.035888
pca_$\Delta\lambda$,1000,125,0.007904262673755942
pca_$\Delta\theta$,1000,125,0.05731781910141028
corr,1000,125,0.0007886675723175635
pMSE,1000,125,0.09135443031189845
ks_test,1000,125,0.040784000000000015
pca_$\Delta\lambda$,1000,125,0.026481716773890284
pca_$\Delta\theta$,1000,125,0.05689896100327143
corr,1000,125,0.0006864305391990235
pMSE,1000,125,0.09554440013048299
ks_test,1000,125,0.03768
pca_$\Delta\lambda$,1000,125,0.016336222822212157
pca_$\Delta\theta$,1000,125,0.05031124065413742
corr,1000,125,0.0006954853503490277
pMSE,1000,125,0.07262842323632139
ks_test,1000,125,0.036448
pca_$\Delta\lambda$,1000,125,0.007701277563933427
pca_$\Delta\theta$,1000,125,0.062207447609048505
corr,1000,125,0.0007125778764087981
pMSE,1000,125,0.07636434227620784
ks_test,1000,125,0.03774400000000001
pca_$\Delta\lambda$,1000,125,0.013106451082682177
pca_$\Delta\theta$,1000,125,0.06316190612193526
corr,1000,125,0.0006651750799546791
pMSE,1000,125,0.07548360464233045
ks_test,1000,125,0.037000000000000005
pca_$\Delta\lambda$,1000,125,0.009395169920770023
pca_$\Delta\theta$,1000,125,0.05254492289128769
corr,1000,125,0.0006632308138898115
pMSE,1000,125,0.08663104927377578
ks_test,1000,125,0.035536
pca_$\Delta\lambda$,1000,125,0.007128418759531137
pca_$\Delta\theta$,1000,125,0.05613558550909766
corr,1000,125,0.0006735069695212927
pMSE,1000,125,0.07294004694890945
ks_test,1000,125,0.036928
pca_$\Delta\lambda$,1000,125,0.012361264149006049
pca_$\Delta\theta$,1000,125,0.05215319849209784
corr,1000,125,0.0006687374694684363
pMSE,1000,125,0.08780711358286808
ks_test,1000,125,0.037904
pca_$\Delta\lambda$,1000,125,0.016166287172142257
pca_$\Delta\theta$,1000,125,0.04536861626063098
corr,1000,125,0.0007034173955673695
pMSE,1000,125,0.08074161185809477
ks_test,1000,125,0.0362
pca_$\Delta\lambda$,1000,125,0.012652894062941155
pca_$\Delta\theta$,1000,125,0.060868433100127996
corr,1000,125,0.0007004396769623148
pMSE,1000,125,0.08227056849292526
ks_test,1000,125,0.037967999999999995
pca_$\Delta\lambda$,1000,125,0.012526751475666377
pca_$\Delta\theta$,1000,125,0.06365645797836816
corr,1000,125,0.0006905691463411137
pMSE,1000,125,0.08419356235345332
ks_test,1000,125,0.041423999999999996
pca_$\Delta\lambda$,1000,125,0.012229643275686094
pca_$\Delta\theta$,1000,125,0.0625268677513001
corr,1000,125,0.0006957549677075081
pMSE,1000,125,0.08538477550390702
ks_test,1000,125,0.03696
pca_$\Delta\lambda$,1000,125,0.015210310286919345
pca_$\Delta\theta$,1000,125,0.05857379615127292
corr,1000,125,0.0006955761461286849
pMSE,1000,125,0.09166138278551644
ks_test,1000,125,0.040375999999999995
pca_$\Delta\lambda$,1000,125,0.013903146434960392
pca_$\Delta\theta$,1000,125,0.056637599947105974
corr,1000,125,0.0006857606146376241
pMSE,1000,125,0.0729209080137367
ks_test,1000,125,0.038272
pca_$\Delta\lambda$,1000,125,0.011142439827537853
pca_$\Delta\theta$,1000,125,0.05847287847512847
corr,1000,125,0.0006686981603356861
pMSE,1000,125,0.07475529530391026
ks_test,1000,125,0.03593600000000001
pca_$\Delta\lambda$,1000,125,0.008630224326700553
pca_$\Delta\theta$,1000,125,0.06133387535946593
corr,1000,125,0.00066361671246233
pMSE,1000,125,0.07326596151662901
ks_test,1000,125,0.040104
pca_$\Delta\lambda$,1000,125,0.009116759319371882
pca_$\Delta\theta$,1000,125,0.057574584701552495
corr,1000,125,0.0006956523444651047
pMSE,1000,125,0.06600751161605432
ks_test,1000,125,0.03564
pca_$\Delta\lambda$,1000,125,0.01287321336957286
pca_$\Delta\theta$,1000,125,0.06156913645662724
corr,1000,125,0.0006501876430123676
pMSE,1000,125,0.08872011173307537
ks_test,1000,125,0.03923199999999999
pca_$\Delta\lambda$,1000,125,0.00600959511536837
pca_$\Delta\theta$,1000,125,0.05480314765197062
corr,1000,125,0.0006824201417054978
pMSE,1000,125,0.06912673352062584
ks_test,1000,125,0.036144
pca_$\Delta\lambda$,1000,125,0.006619160687040818
pca_$\Delta\theta$,1000,125,0.06637832617769376
corr,1000,125,0.0006821090695135858
pMSE,1000,125,0.09389943617506666
ks_test,1000,125,0.041488000000000004
pca_$\Delta\lambda$,1000,125,0.009566853423242695
pca_$\Delta\theta$,1000,125,0.0629785480067833
corr,1000,125,0.0006535426692315915
pMSE,1000,125,0.08086656215480775
ks_test,1000,125,0.036824
pca_$\Delta\lambda$,1000,125,0.007453557367773685
pca_$\Delta\theta$,1000,125,0.054762716521632615
corr,1000,125,0.0007104520035597048
pMSE,1000,125,0.07225814096285484
ks_test,1000,125,0.040496000000000004
pca_$\Delta\lambda$,1000,125,0.009512410540329438
pca_$\Delta\theta$,1000,125,0.07035608957070266
corr,1000,125,0.0007467200567156367
pMSE,1000,125,0.07851891932071245
ks_test,1000,125,0.037776
pca_$\Delta\lambda$,1000,125,0.02031156374986703
pca_$\Delta\theta$,1000,125,0.062314381510406636
corr,1000,125,0.0007279322346680132
pMSE,1000,125,0.06691281172395729
ks_test,1000,125,0.03728000000000001
pca_$\Delta\lambda$,1000,125,0.020003594342343188
pca_$\Delta\theta$,1000,125,0.05835853015507635
corr,1000,125,0.0006712648326179131
pMSE,1000,125,0.10349433708098099
ks_test,1000,125,0.039423999999999994
pca_$\Delta\lambda$,1000,125,0.009886471680036474
pca_$\Delta\theta$,1000,125,0.05861118059936476
corr,1000,125,0.0006758116208221916
pMSE,1000,125,0.08745965037014995
ks_test,1000,125,0.038472
pca_$\Delta\lambda$,1000,125,0.008138927741394159
pca_$\Delta\theta$,1000,125,0.060421898528047246
corr,1000,125,0.0006461516183724361
pMSE,1000,125,0.0874121432436387
ks_test,1000,125,0.036871999999999995
pca_$\Delta\lambda$,1000,125,0.006525233045846918
pca_$\Delta\theta$,1000,125,0.05601865966038491
corr,1000,125,0.0006418809200809852
pMSE,1000,125,0.10544682586626446
ks_test,1000,125,0.038903999999999994
pca_$\Delta\lambda$,1000,125,0.007005934420428857
pca_$\Delta\theta$,1000,125,0.04900506112166494
corr,1000,125,0.000691988849783743
pMSE,1000,125,0.08736589222060957
ks_test,1000,125,0.041184000000000005
pca_$\Delta\lambda$,1000,125,0.010566043251108872
pca_$\Delta\theta$,1000,125,0.0619613268620486
corr,1000,125,0.000664843962467441
pMSE,1000,125,0.0800581008038181
ks_test,1000,125,0.03822400000000001
pca_$\Delta\lambda$,1000,125,0.007767122795950878
